id;CustomerName;CustomerAddress;State
1582;Ebert Music Center;628 Orwenstensia;Oklahoma
1583;Glenn Oaks Office Supplies;175 beech St.;Missouri
1584;Gordon & Son Brockerage Ltd.;2644 Princeton Ln.;North Carolina
1585;Eva Galler Galleries Inc.;1019 Deerfield Rd.;North Dakota
1586;Arthur M. Feildberg Galleries;2922 Twin Oaks Drive;Hawaii
1587;Morgan Construction Co;770 Exmoor Rd.;Colorado
1588;Schmidt Denists;302-A Crestwood Village Rd.;South Carolina
1589;K L Consulting;643 De Temple Rd.;Minnesota
1590;Vanity Town;2045 St. johns Ave.;Colorado
1591;Cotton Thumb Ltd.;618 Sheriden rd.;Mississippi
1592;Salt & Pepper Catering Service;115 Judson Rd.;Oregon
1593;Nel Video Productions;511 Maple Ave.  Apt. 1B;Colorado
1594;Salt & Pepper Catering Service;2045 St. johns Ave.;Louisiana
1595;North West Gas Co.;1065 Hillcrest Circle;Minnesota
1596;Doll House Rock;746 Judson Place;Utah
1597;Griffith Paving and Sealcoatin;1799 Rosemary Way;Rhode Island
1598;Percy Photography;2479 Woodridge Drive;North Dakota
1599;Dean Grant Buick and Crysler;445 Park Ave.;Florida
1600;Childress Child Day Care;77 Blackhawk Rd;Washington
1601;DBN Bank;614 green bay Rd.;North Dakota
1602;AA Advertising;1270 Linden Ave.;Rhode Island
1603;Mail Boxes Et. Al.;1547 Knolwood Rd.;Maryland
1604;Camp Oconomowoc;1444 Chantilly Ln.;Arkansas
1605;Glenwood Credit Union;917 Fairview Ave.  Apt. 982;Texas
1606;Camp Oconomowoc;872 Virginia Rd.;Illinois
1607;Bako Delicatessen;406 Trinity Ct.;Nevada
1608;Keep Cool Air Conditioner Repa;1436 Waverly Rd.;Texas
1609;Lee Stairworks and Carpentry,;1009 marvel Way;Colorado
1610;Acturial Enterprises Ltd.;10 Marquette Rd.;Iowa
1612;Schmidt Denists;671 Blackstone Ave.;Nebraska
1613;Terrinni & Son Auto and Truck;1065 Hillcrest Circle;Arizona
1614;Lutz Soft Cloth Car Wash;3478 Bryn Mawr St.;Indiana
1615;Innman Paint and Glass;2220 Grant Blvd.;Arizona
1616;Schnitzer Denist College;2224 Sherman Rd.;New Mexico
1617;Masterlands Cleaning;22 Clay rd.;West Virginia
1618;Foy Aviation;886 Yale Lane;Hawaii
1619;Cradle the Call;511 Hill;Massachusetts
1620;Johnson, Erico & Co CPA's;746 Judson Place;Texas
1621;First National Bank of Ottowa;1185 County line Rd.;Alabama
1622;Arthur M. Feildberg Galleries;1450 Harding Ave.;Texas
1623;Glassman & Stone;673 Calais Drive;Hawaii
1624;Keep Cool Air Conditioner Repa;1234 Devonshire Court;Alaska
1625;Lennox Air Pollution Control;2644 Princeton Ln.;Utah
1626;Air Mexico;872 Virginia Rd.;Connecticut
1627;Air Indonesia;654 Walnut Rd.;Arizona
1628;Smith Communications Inc.;139 Bay Colony Dr.;West Virginia
1629;Mergenthaler Inc.;2220 Grant Blvd.;Maryland
1630;Nirabi Auto Service;1858 Balsam Way;Arizona
1631;Got It All Electronics Supply;3160 Summit Ave.;Michigan
1632;Ernie's Foriegn Car Service;1858 Balsam Way;Washington
1633;Schnitzer Denist College;1575 Oakwood Ave.;South Carolina
1634;Kermit the Pet Shop;21 Lakeview Terrace #2312;Maine
1635;Hoffman Printing Center;2032 Northbrook Ct.;North Dakota
1636;American Apartments;368 Woodland Rd.;Connecticut
1637;Caranisco Homes;1752 Clinton Ave.;Delaware
1638;Cosmo Skin Care Center;807 Old Trail Rd.;Kansas
1639;Shaggy's Grooming Services;807 Old Trail Rd.;Wyoming
1640;Bee Line Publishing;1831 Beverly Place #9D;Wisconsin
1641;Parties Galore Golf Course;872 Virginia Rd.;Wisconsin
1642;North Park Lighting Galleries;746 Judson Place;Washington
1643;North Shore Appliance Service;1750 Lily Court;Maine
1644;Transformation Enterprises;1860 Parkside Ln.;Arkansas
1645;Vanity Town;1633 McGovern place;Wyoming
1646;Nirabi Auto Service;550 Sheridan;Minnesota
1647;Doerner's Awnings and Canopies;1949 Cloverdale Rd.;Washington
1648;Toggle & Myerson Ltd;669 Kikaid;Massachusetts
1649;Bako Delicatessen;1619 Judson Ave. Apt #34B;Connecticut
1650;Venturi Discount Drugs;1799 Rosemary Way;Minnesota
1651;Hibop Heating and Air Conditio;669 Kikaid;Nevada
1652;Meonits & Mogogni Inc.;45 South Deer Creek Drive;Kansas
1653;Smith Communications Inc.;1679 McCraren;North Dakota
1654;Pasifico Inc.;965 Marion Place Apt. 65C;South Carolina
1655;John G. Hartling Ltd.;632 Roger Williams;Connecticut
1656;Air Mexico;2632 Prarie Ln.;West Virginia
1657;Brand Y Creative Services;2220 Grant Blvd.;Kansas
1658;Camp Stuff;45 South Deer Creek Drive;Colorado
1659;Happ Aluminum Siding Co.;899 Harvard Ct;Nebraska
1660;Palmer Golf Supplies;854 Woodbine;North Carolina
1661;Innman Paint and Glass;654 Walnut Rd.;Pennsylvania
1662;Kosmo Consulting;1235 Easton Rd.;Vermont
1664;Highland Lanes;245 Oakridge Ave.;Texas
1665;Pete's Auto Repair;1337 Cavell Ave.;Missouri
1666;Eva Galler Galleries Inc.;1444 Chantilly Ln.;Oklahoma
1667;Lickmen Restoration;632 Roger Williams;Rhode Island
1668;Dapper's Antiques;1009 marvel Way;Connecticut
1669;Maintence Services of Maine;1287 Glencoe Ave.;Connecticut
1670;Johnson, Erico & Co CPA's;3487 Green Bay Rd.;Mississippi
1671;Metro Appliance Service;1660 Park Ave.;South Dakota
1672;Lickmen Restoration;3901 Chester Ave. Apt. 3C;California
1673;Derbin Contracting Services;628 Orwenstensia;South Carolina
1674;Gordon & Son Brockerage Ltd.;1 Twin Oaks Place;Minnesota
1675;Camp Oconomowoc;1975 elmwood Circle;Pennsylvania
1676;Facelift Kitchen and Bath;629 Kincaid Ave.;Wisconsin
1677;Garfield Appliance Service;581 Hill St. Apt. 234;Idaho
1678;Woodworks Co.;511 Maple Ave.  Apt. 1B;Indiana
1679;Rythmics Ltd.;1715 Chicago Ave.;Illinois
1680;Dean Barnett Furniture Repair;244 Briar Ln;Tennessee
1681;Lutz Soft Cloth Car Wash;218 Oakridge Ave.;North Carolina
1682;Nirabi Auto Service;770 Exmoor Rd.;New York
1683;Hart Corporation;854 Woodbine;Vermont
1684;Glenwood Credit Union;135 Lakewood place;Wyoming
1685;Car Suite Cleaners;3344 Beachwood Ln.;Missouri
1686;Auto Interior Carpeting Compan;12 Craven Way;Maryland
1687;Darcy Frame and Matting Servic;1235 Easton Rd.;Florida
1688;Esmarda Chemical Manufacturers;3062 Lindenwood Ln.;Vermont
1689;Cosmo Skin Care Center;662 Lyons Circle;Hawaii
1690;Parkway Auto Body;750 Homewood Ave.;Rhode Island
1691;Parties Galore Golf Course;1882 St. Johns;New York
1692;Glenwood Credit Union;1795 Lake Cook Rd.;Arizona
1693;Ernie's Foriegn Car Service;1101 Deerfield Place;Washington
1694;Air Guatamala;2148 Eastview Dr.;Indiana
1695;Gordon & Son Brockerage Ltd.;505 N. Frances St.;Iowa
1696;Camp Oconomowoc;406 Trinity Ct.;South Carolina
1697;Highland Heights Gift Shop;3150 Skokie Valley Rd.;Nebraska
1698;Highland Woods City Hall;139 Bay Colony Dr.;Kentucky
1699;Lambert & Locke Legal Services;917 Fairview Ave.  Apt. 982;Louisiana
1700;K L Consulting;1245 Eastwood;Virginia
1701;Highland Woods City Hall;244 Briar Ln;Florida
1702;Hi-Land Art & Frame;1975 elmwood Circle;Tennessee
1703;Air France;302-A Crestwood Village Rd.;Indiana
1704;Bako Delicatessen;770 Exmoor Rd.;Tennessee
1705;Myles Building Consultants;310 Walker Ave.;Wyoming
1706;Dean Barnett Furniture Repair;445 Park Ave.;Ohio
1707;Hilco Auto Body;550 Sheridan;Missouri
1708;American Deli Workers Union;1155 Ridgewood Drive;Florida
1709;Nel Video Productions;1486 Old Deerfield Rd.;New Hampshire
1710;Peterson Roberts Carpentry;3062 Lindenwood Ln.;Georgia
1711;BBQ Smith's Tex Mex;241 Callan Rd.;Montana
1712;Hi-Land Art & Frame;750 Homewood Ave.;Nevada
1713;Toggle & Myerson Ltd;628 Orwenstensia;Montana
1714;Mail Boxes Et. Al.;367Bluebird Terr.;Illinois
1715;American Deli Workers Union;600 Central Ave;Michigan
1716;Highland Lanes;218 Oakridge Ave.;Michigan
1717;P K M Packaging Supply;406 Trinity Ct.;Oklahoma
1718;Dapper's Antiques;2224 Sherman Rd.;Maryland
1719;Hardee Woodwork Ltd.;844 Spruce St.;Pennsylvania
1720;Gordon & Son Brockerage Ltd.;2870 Skokie Rd.;Louisiana
1721;Maintence Services of Maine;673 Calais Drive;Connecticut
1722;Pac Builders;1882 St. Johns;Wisconsin
1723;Air Indonesia;654 Walnut Rd.;Minnesota
1724;Dean Barnett Furniture Repair;3150 Skokie Valley Rd.;Arkansas
1725;Nel Video Productions;244 Briar Ln;Wyoming
1726;Palmer Golf Supplies;38976 Forest View Rd.;Nebraska
1727;Highland Heights Gift Shop;245 Oakridge Ave.;Kentucky
1728;Morgan Construction Co;231 Sheriden Rd.;Arkansas
1729;Futoons Cartoons Emporium;210 Cresant Rd.;Arizona
1730;Portugal, Liddy, & Son Ltd.;899 Harvard Ct;Vermont
1731;Schnitzer Denist College;2632 Prarie Ln.;Idaho
1732;Air Guatamala;1065 Hillcrest Circle;Arizona
1733;Hart Corporation;4522 N. Greenview Apt. 1B;Washington
1734;DBN Bank;1185 County line Rd.;Texas
1735;Lutz Soft Cloth Car Wash;406 Trinity Ct.;Tennessee
1736;Cutter Lawn Mower Repair;746 Judson Place;New Hampshire
1737;Lee Stairworks and Carpentry,;574 Chicago Ave.;Michigan
1738;Libra & Sons;1679 McCraren;Maine
1739;Garfield Appliance Service;550 Sheridan;Colorado
1740;Schnitzer Denist College;3385 University Ave.;New Hampshire
1741;Myles Building Consultants;210 Cresant Rd.;Nevada
1742;Acturial Enterprises Ltd.;115 Pleasent Ave.;Oklahoma
1743;Chicagoland Cleaners;3487 Green Bay Rd.;Alabama
1744;Schnitzer Denist College;368 Woodland Rd.;Kentucky
1745;New Dehli Auto Exchange;3478 Bryn Mawr St.;Louisiana
1746;Woodworks Co.;1450 Harding Ave.;New York
1748;Funnyface Amusement Games;505 N. Frances St.;Tennessee
1749;janice Mann Accounting Service;1858 Balsam Way;Delaware
1750;Dependable Plumbing and Sewer;618 Sheriden rd.;Virginia
1751;North Shore Appliance Service;2045 St. johns Ave.;Pennsylvania
1752;Brand Y Creative Services;1287 Glencoe Ave.;Pennsylvania
1753;Green Shoes Corp.;1799 Rosemary Way;Florida
1754;Hart Corporation;54 Lakeview Terrace;Maryland
1755;Funnyface Amusement Games;3148 cottonwood Ct.;Oregon
1756;Pete's Auto Repair;2224 Sherman Rd.;Kansas
1757;Metro Appliance Service;12 Broadview Lane;Indiana
1758;Hart Corporation;1859 Green Bay Rd.;Iowa
1760;Lake Shore Beaches;244 Briar Ln;Indiana
1761;Office Pro Supply Co.;42 Valley Rd.;North Dakota
1762;Air Mexico;35 Glenlake Dr.;Arizona
1763;PGS Associates;937 Judson Ave.;Maryland
1764;Salt & Pepper Catering Service;115 Judson Rd.;South Carolina
1765;Kapp Camera and Video;3059 Priscilla Court;New York
1766;Froggy's Gourmet Catering;574 Chicago Ave.;Delaware
1767;Ebert Music Center;42 Valley Rd.;Alaska
1768;Ebert Music Center;22 Clay rd.;Tennessee
1769;Cotton Thumb Ltd.;1859 Green Bay Rd.;Alaska
1770;Block Boats and Lures;1619 Judson Ave. Apt #34B;Maine
1771;Hoffman Printing Center;2644 Princeton Ln.;Connecticut
1772;Eva Galler Galleries Inc.;1831 Beverly Place #9D;Texas
1773;Marks, Marks, and Kaplan Ltd.;654 Walnut Rd.;Maine
1774;Nel Video Productions;244 Briar Ln;Ohio
1775;Glenwood Credit Union;334 Lynn Terrace;North Carolina
1776;Schnitzer Denist College;1155 Ridgewood Drive;Michigan
1777;Chicagoland Cleaners;3062 Lindenwood Ln.;Hawaii
1778;Hardee Woodwork Ltd.;1535 Knollwood Drive;Colorado
1779;Air Indonesia;1486 Old Deerfield Rd.;Wisconsin
1780;MedicServe Medical Supply;1858 Balsam Way;Missouri
1781;Pivot Point College;368 Woodland Rd.;California
1782;Lickmen Restoration;1482 Concorde Circle;Florida
1783;Pivot Point College;4522 N. Greenview Apt. 1B;Maine
1784;Corbins, Rodriguez, & Savocchi;2148 Eastview Dr.;Colorado
1785;Schmidt Denists;1486 Old Deerfield Rd.;Delaware
1786;Doll House Rock;965 Marion Place Apt. 65C;Idaho
1787;Cradle the Call;135 Lakewood place;New Hampshire
1788;Keep Cool Air Conditioner Repa;1839 McCraren Rd.;West Virginia
1789;Mergenthaler Inc.;1270 Linden Ave.;Nevada
1790;Highland Lanes;1486 Oakwood;Oregon
1791;Happ Aluminum Siding Co.;367Bluebird Terr.;Massachusetts
1792;American Deli Workers Union;3148 cottonwood Ct.;Louisiana
1793;Lutz Soft Cloth Car Wash;1920 Sunnyside Ave.;Montana
1794;Mail Boxes Et. Al.;242 Ashland Ave.;Alaska
1795;Glenn Oaks Office Supplies;3100 Trailer Way;Washington
1796;Eva Galler Galleries Inc.;1547 Vine;Florida
1797;Trapezoid Studios;367Bluebird Terr.;Alaska
1798;Got It All Electronics Supply;1658 Second St.;Texas
1799;Air Barbados;505 N. Frances St.;Massachusetts
1800;Dependable Plumbing and Sewer;1019 Deerfield Rd.;Iowa
1335;Rythmics Ltd.;1750 Lily Court;Hawaii
1801;Toggle & Myerson Ltd;1547 Knolwood Rd.;Missouri
1802;Percy Photography;1859 Green Bay Rd.;Vermont
1803;Morgan Construction Co;1858 Balsam Way;Hawaii
1804;Ampro Office Team Ltd.;1777 balsamic Ave.;Virginia
1805;Esmarda Chemical Manufacturers;746 Judson Place;Missouri
1806;Crosstracks Car Wash;1949 Cloverdale Rd.;Wyoming
1807;Griffith Paving and Sealcoatin;115 Judson Rd.;Illinois
1808;Morton Roofing and Siding;3160 Summit Ave.;Missouri
1809;Corbins, Rodriguez, & Savocchi;266 Green Bay Rd.;Wisconsin
1810;Schnitzer Denist College;4763 Blackhawk Rd.;Vermont
1811;Truck-X Muffler Repair;225 Jeffrys Place;Michigan
1812;First National Bank of Ottowa;368 Woodland Rd.;Minnesota
1813;Doll House Rock;42 Valley Rd.;Ohio
1814;Libra & Sons;1715 Chicago Ave.;Colorado
1815;Keyth Contracting and Repair;1482 Concorde Circle;Michigan
1816;Bill's Dive Shop;1714 Clifton Rd.;Tennessee
1817;Venturi Discount Drugs;2267 Anderson Lane;South Dakota
1818;North Shore Appliance Service;785 Highland place;Nevada
1819;Maintence Services of Maine;4763 Blackhawk Rd.;New Mexico
1820;Johnson, Erico & Co CPA's;929 Brittany Ave.;Colorado
1821;AA Advertising;2224 Sherman Rd.;New York
1822;Highland Lanes;1233 Arbor Rd.;Ohio
1823;Air Indonesia;1547 Knolwood Rd.;Montana
1824;American Apartments;1795 Lake Cook Rd.;Washington
1825;BBQ Smith's Tex Mex;511 Maple Ave.  Apt. 1B;Virginia
1826;Air Guatamala;12 Walker Ave.;Kansas
1827;Transformation Enterprises;367Bluebird Terr.;North Dakota
1828;Block Boats and Lures;465 Stratford Rd.;Michigan
1829;Bee Line Publishing;673 Calais Drive;Texas
1830;Lennox Air Pollution Control;38976 Forest View Rd.;New Mexico
1831;Hardee Woodwork Ltd.;970 Vilas Circle;Alaska
1832;Metro Appliance Service;917 Fairview Ave.  Apt. 982;North Dakota
1833;Hoffman Printing Center;1287 Glencoe Ave.;Virginia
1834;Kosmo Consulting;671 Blackstone Ave.;South Carolina
1835;Froggy's Gourmet Catering;1715 Chicago Ave.;New Hampshire
1836;Cutter Lawn Mower Repair;1126 Hillcrest Ave;Wyoming
1837;Pac Builders;1126 Hillcrest Ave;Rhode Island
1838;Lennox Air Pollution Control;456 Groverland Ave.;Virginia
1839;Auto Interior Carpeting Compan;1859 Green Bay Rd.;Washington
1840;Libra & Sons;1019 Deerfield Rd.;Kentucky
1841;American Apartments;45 South Deer Creek Drive;Colorado
1842;Ampro Office Team Ltd.;1875 Roger Williams Ave.;Washington
1843;Green Shoes Corp.;120 high St.;Colorado
1844;Parkway Auto Body;1436 Waverly Rd.;Louisiana
1845;North West Gas Co.;225 Jeffrys Place;Nevada
1846;Tub's Furniture Store;310 Walker Ave.;Missouri
1847;Nina's Snow Plowing;456 Groverland Ave.;New York
1848;BBQ Smith's Tex Mex;937 Judson Ave.;Maine
1849;Foy Aviation;425 Lake Ave.;Alaska
1850;Rythmics Ltd.;367Bluebird Terr.;Texas
1851;BBQ Smith's Tex Mex;445 Park Ave.;Kentucky
1852;Quad City Cleaning;1077 Court Ave.;Montana
1853;Myles Building Consultants;4522 N. Greenview Apt. 1B;Hawaii
1854;Hibop Heating and Air Conditio;1750 Lily Court;North Dakota
1855;American Deli Workers Union;201-C Frontage Rd.;Mississippi
1857;Myles Building Consultants;2644 Princeton Ln.;West Virginia
1858;Highland Lanes;12 Broadview Lane;Connecticut
1859;Dapper's Antiques;1482 Concorde Circle;California
1860;Bee Line Publishing;1907 S. Prospect Ave.;Minnesota
1861;Camp Stuff;1714 Clifton Rd.;Florida
1862;Cotton Thumb Ltd.;42 Valley Rd.;Utah
1864;Facelift Kitchen and Bath;886 Yale Lane;Virginia
1865;Darcy Frame and Matting Servic;654 Walnut Rd.;Oklahoma
1866;Perimeter Security Consultants;54 Lakeview Terrace;Minnesota
1867;Highland Lanes;14836 W. River Oaks Dr.;Montana
1868;Highland Heights Gift Shop;1126 Hillcrest Ave;Massachusetts
1869;Michael Montgomery Hair Saloon;1450 Harding Ave.;New Hampshire
1871;Corbins, Rodriguez, & Savocchi;1679 McCraren;Maryland
1872;Hoffman Printing Center;231 Sheriden Rd.;South Carolina
1873;Hart Corporation;1907 S. Prospect Ave.;North Carolina
1874;Ernie's Foriegn Car Service;59 Cordon Terr.;Wyoming
1875;Nyman Interior Design;770 Exmoor Rd.;North Dakota
1876;Crossroads Construction, Inc.;445 Park Ave.;Illinois
1877;Energy Source Diet Centers;865 Old Tall Tree Lane;Georgia
1878;Mail Boxes Et. Al.;965 Marion Place Apt. 65C;Utah
1879;Lake Shore Publishing;1444 Chantilly Ln.;Alaska
1880;janice Mann Accounting Service;12 Craven Way;New Jersey
1881;Dapper's Antiques;1658 Second St.;New Jersey
1882;Lidhal design Corp.;2936 Arlington Ave.;Tennessee
1883;Moveit Motercycle Service;1009 marvel Way;Michigan
1884;Bee Line Publishing;3901 Chester Ave. Apt. 3C;Wyoming
1885;DBN Bank;969 Saxony Drive;Arkansas
1886;Kosmo Consulting;1547 Vine;Arizona
1888;Pasifico Inc.;14836 W. River Oaks Dr.;Iowa
1889;Glenn Oaks Office Supplies;2479 Woodridge Drive;Wisconsin
1890;Air Indonesia;1444 Chantilly Ln.;Missouri
1891;Dean Barnett Furniture Repair;2505 Allison ct.;Utah
1892;Hibbard Road Suppliers;671 Blackstone Ave.;Florida
1893;Shaggy's Grooming Services;726 White Oaks Ave.;Wisconsin
1894;Nirabi Auto Service;600 Central Ave;Indiana
1895;Nitelites Party Rental;3901 Chester Ave. Apt. 3C;Indiana
1896;Air Barbados;12 Craven Way;California
1897;Glassman & Stone;3150 Skokie Valley Rd.;Tennessee
1898;Kosmo Consulting;231 Sheriden Rd.;Ohio
1899;P K M Packaging Supply;1436 Waverly Rd.;Hawaii
1900;Dapper's Antiques;628 Orwenstensia;Wisconsin
1901;Ebert Music Center;244 Briar Ln;Arkansas
1902;Lake Shore Publishing;857 Woodbine Rd;Hawaii
1903;Cradle the Call;224  Highwood Ave.;Colorado
1904;Moveit Motercycle Service;511 Hill;Wisconsin
1905;Cradle the Call;456 Groverland Ave.;North Dakota
1906;Glenn Oaks Office Supplies;21 Lakeview Terrace #2312;Missouri
1907;Bill's Dive Shop;3150 Skokie Valley Rd.;Arkansas
1908;Hoffman Printing Center;22 Clay rd.;Iowa
1909;Eva Galler Galleries Inc.;218 Oakridge Ave.;Delaware
1910;Gilbert Co.;2678 Sheridan Rd.;Tennessee
1911;Shaggy's Grooming Services;4763 Blackhawk Rd.;Wyoming
1912;Vecot Inc.;2267 Anderson Lane;Tennessee
1913;Smith Communications Inc.;812 North Ave.;Iowa
1914;Schmidt Denists;42 Valley Rd.;Oklahoma
1915;Cutter Lawn Mower Repair;2632 Prarie Ln.;Colorado
1916;Highland Lanes;12 Walker Ave.;New Hampshire
1917;Griffith Paving and Sealcoatin;662 Lyons Circle;New Hampshire
1918;Innman Paint and Glass;1860 Parkside Ln.;Hawaii
1919;Innman Paint and Glass;310 Walker Ave.;Michigan
1920;Hilco Auto Body;4522 N. Greenview Apt. 1B;Arkansas
1921;Acturial Enterprises Ltd.;1975 elmwood Circle;Alaska
1922;Percy Photography;135 Lakewood place;New York
1923;Nel Video Productions;581 Hill St. Apt. 234;Indiana
1924;Gordon & Son Brockerage Ltd.;2267 Anderson Lane;Iowa
1925;Gordon & Son Brockerage Ltd.;1701 W. Mellody Rd.;Hawaii
1926;Lambert & Locke Legal Services;2224 Sherman Rd.;Virginia
1927;Keep Cool Air Conditioner Repa;139 Bay Colony Dr.;North Dakota
1928;Nina's Snow Plowing;1915 Lewis Ln.  Apt 13;New Mexico
1929;Mergenthaler Inc.;12 Craven Way;Wisconsin
1930;Highland Heights Gift Shop;14836 W. River Oaks Dr.;Delaware
1931;Jay's Cabinet Company;2870 Skokie Rd.;West Virginia
1932;Dean Grant Buick and Crysler;2678 Sheridan Rd.;Pennsylvania
1933;Funnyface Amusement Games;241 Callan Rd.;Nevada
1934;Car Suite Cleaners;12 Walker Ave.;New Mexico
1935;Parkway Auto Body;857 Woodbine Rd;New Hampshire
1936;Nyman Interior Design;1750 Lily Court;Hawaii
1937;Deer Lake Inn;616 Cobblestone Cir.;Nebraska
1938;Mac Computer Warehouse;1245 Eastwood;Hawaii
1939;Foy Aviation;970 Vilas Circle;Tennessee
1940;Air Guatamala;12 Skokie Valley Rd.;Wyoming
1941;Kermit the Pet Shop;120 high St.;Florida
1942;Transformation Enterprises;872 Virginia Rd.;New Mexico
1943;Nirabi Auto Service;175 beech St.;Texas
1944;Eva Galler Galleries Inc.;2600 Winsor Mall;Arkansas
1945;Doll House Rock;1957 Huntington Ave.;Iowa
1946;Foy Aviation;406 Trinity Ct.;Maryland
1947;Salt & Pepper Catering Service;3059 Priscilla Court;Kansas
1948;AA Advertising;1860 Parkside Ln.;New York
1949;Lidhal design Corp.;917 Fairview Ave.  Apt. 982;Arkansas
1950;Ampro Office Team Ltd.;139 Bay Colony Dr.;Nevada
1951;Hibop Heating and Air Conditio;618 Sheriden rd.;Connecticut
1952;Caranisco Homes;628 Orwenstensia;New Jersey
1953;Cradle the Call;1550 Ridge Rd.;Illinois
1954;Parties Galore Golf Course;367Bluebird Terr.;Washington
1955;Mail Boxes Et. Al.;1839 McCraren Rd.;California
1956;North Park Lighting Galleries;1752 Clinton Ave.;Arkansas
1957;Lambert & Locke Legal Services;1482 Concorde Circle;Colorado
1959;Hi-Land Art & Frame;3487 Green Bay Rd.;Georgia
1960;Bernhardt Ltd.;600 Central Ave;Idaho
1961;Mac Computer Warehouse;12 Craven Way;New Hampshire
1962;Lake Shore Publishing;77 Blackhawk Rd;Vermont
1963;Nel Video Productions;244 Briar Ln;Washington
1964;Truck-X Muffler Repair;1714 Clifton Rd.;New Jersey
1965;Maintence Services of Maine;135 Lakewood place;North Carolina
1966;Nel Video Productions;1575 Oakwood Ave.;Michigan
1967;AAA Daniels Antiques;600 Central Ave.;Vermont
1968;Lake Shore Beaches;425 Lake Ave.;Connecticut
1969;Myers Chocolates and Confectio;43078 Kennedy Dr.;Missouri
